"ITTER107","Territorio","TIPO_DATO4","Tipo dato","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"077014","Matera","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",13.28,,
"078045","Cosenza","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.51,,
"078045","Cosenza","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.28,,
"078045","Cosenza","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.2,,
"079023","Catanzaro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",10.78,,
"079023","Catanzaro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",7.79,,
"079023","Catanzaro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",6.76,,
"080063","Reggio di Calabria","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",8.83,,
"080063","Reggio di Calabria","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",8.65,,
"080063","Reggio di Calabria","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",8.54,,
"101010","Crotone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",17.4,,
"101010","Crotone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",15.9,,
"101010","Crotone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",10.52,,
"102047","Vibo Valentia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",14.9,,
"102047","Vibo Valentia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",14.63,,
"102047","Vibo Valentia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",14.63,,
"081021","Trapani","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.77,,
"081021","Trapani","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.77,,
"081021","Trapani","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.77,,
"082053","Palermo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.53,,
"082053","Palermo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.34,,
"082053","Palermo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.31,,
"083048","Messina","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"083048","Messina","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"083048","Messina","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"084001","Agrigento","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.99,,
"084001","Agrigento","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.77,,
"084001","Agrigento","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.68,,
"085004","Caltanissetta","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"085004","Caltanissetta","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"085004","Caltanissetta","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"086009","Enna","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.73,,
"086009","Enna","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.67,,
"086009","Enna","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.64,,
"087015","Catania","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",91.92,,
"087015","Catania","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",88.21,,
"087015","Catania","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",41.05,,
"088009","Ragusa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"088009","Ragusa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"088009","Ragusa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"089017","Siracusa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",15.42,,
"089017","Siracusa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",15.13,,
"089017","Siracusa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",14.98,,
"090064","Sassari","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",27.96,,
"090064","Sassari","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",24.76,,
"090064","Sassari","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",23.4,,
"091051","Nuoro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.7,,
"091051","Nuoro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.96,,
"091051","Nuoro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.71,,
"092009","Cagliari","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",42.69,,
"092009","Cagliari","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",33.76,,
"092009","Cagliari","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",33.54,,
"095038","Oristano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",30.24,,
"095038","Oristano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",16.4,,
"095038","Oristano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",14.64,,
"028001","Abano Terme","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",17.42,,
"028001","Abano Terme","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",17.03,,
"028001","Abano Terme","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",15.22,,
"098001","Abbadia Cerreto","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.67,,
"098001","Abbadia Cerreto","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.73,,
"098001","Abbadia Cerreto","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.79,,
"097001","Abbadia Lariana","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",4.34,,
"097001","Abbadia Lariana","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.9,,
"097001","Abbadia Lariana","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.74,,
"052001","Abbadia San Salvatore","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.67,,
"052001","Abbadia San Salvatore","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.55,,
"052001","Abbadia San Salvatore","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.49,,
"095001","Abbasanta","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.74,,
"095001","Abbasanta","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.27,,
"095001","Abbasanta","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.19,,
"068001","Abbateggio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"068001","Abbateggio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"068001","Abbateggio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"015002","Abbiategrasso","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",13.77,,
"015002","Abbiategrasso","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",12.88,,
"015002","Abbiategrasso","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",12.88,,
"076001","Abriola","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"076001","Abriola","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"076001","Abriola","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"088001","Acate","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"088001","Acate","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"088001","Acate","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"071001","Accadia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"071001","Accadia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"071001","Accadia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"004001","Acceglio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.51,,
"004001","Acceglio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.8,,
"004001","Acceglio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.63,,
"077001","Accettura","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.1,,
"077001","Accettura","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.1,,
"077001","Accettura","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.08,,
"066001","Acciano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"066001","Acciano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"066001","Acciano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"057001","Accumoli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.38,,
"057001","Accumoli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.38,,
"057001","Accumoli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"076002","Acerenza","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.01,,
"076002","Acerenza","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.89,,
"076002","Acerenza","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.24,,
"065001","Acerno","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"065001","Acerno","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"065001","Acerno","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"063001","Acerra","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.45,,
"063001","Acerra","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.49,,
"063001","Acerra","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.02,,
"087001","Aci Bonaccorsi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"087001","Aci Bonaccorsi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"087001","Aci Bonaccorsi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"087002","Aci Castello","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"087002","Aci Castello","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"087002","Aci Castello","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"087003","Aci Catena","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"087003","Aci Catena","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"087003","Aci Catena","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"087005","Aci Sant'Antonio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"087005","Aci Sant'Antonio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"087005","Aci Sant'Antonio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"087004","Acireale","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"087004","Acireale","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"087004","Acireale","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"060001","Acquafondata","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"060001","Acquafondata","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"060001","Acquafondata","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"078001","Acquaformosa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"078001","Acquaformosa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"078001","Acquaformosa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"017001","Acquafredda","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",7.32,,
"017001","Acquafredda","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.75,,
"017001","Acquafredda","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.13,,
"041001","Acqualagna","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"041001","Acqualagna","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.12,,
"041001","Acqualagna","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"019001","Acquanegra Cremonese","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.33,,
"019001","Acquanegra Cremonese","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.82,,
"019001","Acquanegra Cremonese","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.68,,
"020001","Acquanegra sul Chiese","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",16.71,,
"020001","Acquanegra sul Chiese","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.64,,
"020001","Acquanegra sul Chiese","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.46,,
"056001","Acquapendente","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.14,,
"056001","Acquapendente","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.14,,
"056001","Acquapendente","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.14,,
"078002","Acquappesa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.29,,
"078002","Acquappesa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.29,,
"078002","Acquappesa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.29,,
"075001","Acquarica del Capo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.37,,
"075001","Acquarica del Capo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.22,,
"075001","Acquarica del Capo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.12,,
"102001","Acquaro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.69,,
"102001","Acquaro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.69,,
"102001","Acquaro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.69,,
"044001","Acquasanta Terme","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.32,,
"044001","Acquasanta Terme","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.29,,
"044001","Acquasanta Terme","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"055001","Acquasparta","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.75,,
"055001","Acquasparta","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.65,,
"055001","Acquasparta","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.48,,
"070001","Acquaviva Collecroce","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.38,,
"070001","Acquaviva Collecroce","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.32,,
"070001","Acquaviva Collecroce","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.24,,
"072001","Acquaviva delle Fonti","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.49,,
"072001","Acquaviva delle Fonti","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.09,,
"072001","Acquaviva delle Fonti","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.53,,
"094001","Acquaviva d'Isernia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"094001","Acquaviva d'Isernia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"094001","Acquaviva d'Isernia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"044002","Acquaviva Picena","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"044002","Acquaviva Picena","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.08,,
"044002","Acquaviva Picena","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"085001","Acquaviva Platani","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"085001","Acquaviva Platani","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"085001","Acquaviva Platani","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"083107","Acquedolci","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.77,,
"083107","Acquedolci","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.75,,
"083107","Acquedolci","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.74,,
"006001","Acqui Terme","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.29,,
"006001","Acqui Terme","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.46,,
"006001","Acqui Terme","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.6,,
"078003","Acri","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.25,,
"078003","Acri","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.25,,
"078003","Acri","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.25,,
